event_no,event_name,pre_event,reaction_type,player,date,location,cause,proposal,key_topic,time_show,x_desktop,y_desktop,x_mobile,y_mobile,hashtag,tag
a71,#มมสไม่เอาเผด็จการ,a28,2,1,27-02-2563,"มหาวิทยาลัยมหาสารคาม 
จ.มหาสารคาม",ขับไล่รัฐบาลพลเอกประยุทธ์ จันทร์โอชา และเรียกร้องให้ร่างรัฐธรรมนูญฉบับใหม่,"1. นายกรัฐมนตรีลาออก

2. ร่างรัฐธรรมนูญฉบับใหม่ที่เป็นของประชาชน ","1,2,3",,,,,,#มมสไม่เอาเผด็จการ,-
a72,#สวนสุนันทาไม่เป็นขี้ข้าเผด็จการ,a28,2,1,27-02-2563,"มหาวิทยาลัยราชภัฏสวนสุนันทา
กรุงเทพมหานคร",แสดงจุดยืนทางการเมืองเพื่อเรียกร้องความเป็นธรรมให้พรรคอนาคตใหม่ จากการที่ศาลรัฐธรรมนูญวินิจฉัยให้ยุบพรรคอนาคตใหม่ และผลักดันประชาธิปไตย,-,1,,,,,,#สวนสุนันทาไม่เป็นขี้ข้าเผด็จการ,-
a73,#เกียมอุดมไม่ก้มหัวให้เผด็จการ,a28,2,1,27-02-2563,"โรงเรียนเตรียมอุดมศึกษา 
กรุงเทพมหานคร",เรียกร้องให้มีรัฐบาลที่มาจากเสียงของประชาชนอย่างแท้จริง,-,"1,2",,,,,,#เกียมอุดมไม่ก้มหัวให้เผด็จการ,-
a74,#มธศูนย์ป่าปงเกลียดเผด็จการ,a28,2,1,27-02-2563,"มหาวิทยาลัยธรรมศาสตร์ ศูนย์ลำปาง 
จ.ลำปาง",วิจารณ์การทำงานของรัฐบาลและศาลรัฐธรรมนูญกรณียุบพรรคอนาคตใหม่,-,"1,2",,,,,,#มธศูนย์ป่าปงเกลียดเผด็จการ,-
a75,#spuไม่กล้าขยับอยู่ใกล้ราบ11,a28,2,1,27-02-2563,"มหาวิทยาลัยศรีปทุม 
กรุงเทพมหานคร",วิจารณ์การทำงานของรัฐบาลและศาลรัฐธรรมนูญกรณียุบพรรคอนาคตใหม่,-,"1,2",,,,,,#spuไม่กล้าขยับอยู่ใกล้ราบ11,-
a76,#ตีนดอยjoinชุมนุม,a28,2,1,27-02-2563,"มหาวิทยาลัยเทคโนโลยีราชมงคล
ล้านนา วิทยาเขตภาคพายัพ 
จ.เชียงใหม่",เกี่ยวกับความไม่ชอบธรรมของรัฐบาลพลเอกประยุทธ์ จันทร์โอชา และศาลรัฐธรรมนูญ,"1. ให้นายกรัฐมนตรีลาออก 

2. ให้ทำการยุบสภาเพื่อเลือกตั้งใหม่","1,2",,,,,,#ตีนดอยjoinชุมนุม,-
a77,#อิงโขงไม่อิงเผด็จการ,a28,2,1,27-02-2563,"คณะศิลปศาสตร์ มหาวิทยาลัย
นครพนม 
จ.นครพนม",วิจารณ์การทำงานและขับไล่รัฐบาลพลเอกประยุทธ์ จันทร์โอชา และแสดงความคิดเห็นต่อศาลรัฐธรรมนูญกรณีตัดสินยุบพรรคอนาคตใหม่,-,"1,2",,,,,,#อิงโขงไม่อิงเผด็จการ,-
a78,#เด็กSNRUร่วมสู้อยุติธรรม,a28,2,1,27-02-2563,"มหาวิทยาลัยราชภัฎสกลนคร
จ.สกลนคร",ขับไล่รัฐบาลพลเอกประยุทธ์ จันทร์โอชา และทวงคืนประชาธิปไตย,-,"1,2",,,,,,#เด็กSNRUร่วมสู้อยุติธรรม,-
a79,#KUหน้าทะเลหลังเขาไม่เอาลุง,a28,2,1,27-02-2563,"มหาวิทยาลัยเกษตรศาสตร์ วิทยาเขตศรีราชา 
จ.ชลบุรี",เพื่อแสดงความไม่เห็นด้วยกรณีมีการยุบพรรคอนาคตใหม่,-,1,,,,,,#KUหน้าทะเลหลังเขาไม่เอาลุง,-
a80,"กิจกรรมชูป้ายของนักศึกษามหาวิทยาลัย
สงขลานครินทร์ วิทยาเขตสุราษฎร์ธานี",a28,2,1,27-02-2563,"มหาวิทยาลัยสงขลานครินทร์
 วิทยาเขตสุราษฎร์ธานี 
จ.สุราษฎร์ธานี",-,-,1,,,,,,-,-
a81,#ฝุ่น6ล้านหรือจะสู้ท่าน9เสียง,a28,2,1,27-02-2563,"มหาวิทยาลัยสงขลานครินทร์ 
จ.สงขลา",เรียกร้องประชาธิปไตยและอำนาจเป็นของประชาชน,-,1,,,,,,#ฝุ่น6ล้านหรือจะสู้ท่าน9เสียง,-
a82,กิจกรรมจุดเทียนทวงคืนอนาคต,a28,2,1,27-02-2563,"มหาวิทยาลัยเทคโนโลยี
ราชมงคลอีสาน วิทยาเขตสุรินทร์ 
จ.สุรินทร์",แสดงความไม่พอใจกับการบริหารประเทศของรัฐบาลพลเอกประยุทธ์ จันทร์โอชา และคำตัดสินของศาลรัฐธรรมนูญที่ให้ยุบพรรคอนาคตใหม่,-,"1,2",,,,,,-,-
a83,#สระแก้วทนไม่ไหว,a28,2,2,27-02-2563,"พระสยามเทวาธิราชจำลอง
อำเภออรัญประเทศ 
จ.สระแก้ว",-,"ข้อเรียกร้อง 3 ข้อ

 1. ขอให้รัฐบาลยุบสภา

 2. ให้รัฐบาลหยุดคุกคามคนเห็นต่าง 

 3. เรียกร้องให้ร่างรัฐธรรมนูญขึ้นมาใหม่","1,2,3",,,,,,#สระแก้วทนไม่ไหว,-
a84,แฟลชม็อบพระจอมเกล้าไม่เอาเผด็จการ,a28,2,1,28-02-2563,"มหาวิทยาลัยเทคโนโลยี
พระจอมเกล้าพระนครเหนือ 
วิทยาเขตปราจีนบุรี 
จ.ปราจีนบุรี","แสดงจุดยืนต่อต้านเผด็จการ เรียกร้องประชาธิปไตย และแก้ไขรัฐธรรมนูญให้
เกิดความเป็นธรรมกับทุกฝ่าย","1. เรียกร้องประชาธิปไตย

2. แก้ไขรัฐธรรมนูญให้เกิดความเป็นธรรมกับทุกฝ่าย","1,3",,,,,,"แฟลชม็อบพระจอมเกล้า
ไม่เอาเผด็จการ",-
